```csv
topic,subtopic,question,answer,follow_up_questions,follow_up_answers,keywords
Differential Diagnosis of Torticollis,Clinical Presentation of Muscular Torticollis,"How does muscular torticollis present?","Muscular torticollis often presents with a palpable SCM mass and associated facial asymmetry due to prolonged abnormal head positioning.","What are the typical physical findings?","A palpable mass in the sternocleidomastoid muscle and facial asymmetry are characteristic signs.","muscular torticollis, clinical presentation, SCM mass, facial asymmetry, abnormal head positioning"
Causes of Paediatric Genu Valgum and Genu Varum,Genu Varum Etiologies,"What causes genu varum in children?","Paediatric genu varum can be caused by Blount's disease, rickets, achondroplasia, and multiple hereditary osteochondromatosis.","What are the common etiological factors?","Blount's disease, rickets, achondroplasia, and osteochondromatosis are common causes.","causes, paediatric genu varum, Blount's disease, rickets, achondroplasia, multiple hereditary osteochondromatosis"
Causes of Paediatric Genu Valgum and Genu Varum,Genu Valgum Etiologies,"What causes genu valgum in children?","Genu valgum may be physiologic or pathological, associated with MED, cozen's fracture, rickets, or other skeletal dysplasias.","What are the key causes of genu valgum?","Physiologic causes, MED, cozen's fracture, rickets, and skeletal dysplasias are key factors.","causes, genu valgum, physiologic, pathological, MED, cozen's fracture, rickets, skeletal dysplasias"
Causes of Paediatric Genu Valgum and Genu Varum,Importance of Etiology Identification,"Why is identifying the cause of these deformities important?","Identifying the underlying cause is critical for appropriate management, which may involve observation, bracing, or surgical correction.","How does etiology influence management?","Knowing the cause is essential for selecting the correct treatment approach.","etiology identification, critical, appropriate management, observation, bracing, surgical correction"
Perthes Disease: Catterall's Head at Risk Signs,Risk Factors for Poor Outcome,"What are Catterall's 'Head at Risk' signs in Perthes disease?","Catterall's 'Head at Risk' signs predict a poorer outcome and include lateral subluxation, horizontal physis, Gage's sign, lateral calcification, and metaphyseal cysts.","What do these signs indicate?","These signs indicate potential head collapse and deformation, often requiring surgical intervention to maintain containment and prevent long-term deformity.","Catterall's Head at Risk signs, Perthes disease, risk factors, poorer outcome, lateral subluxation, horizontal physis, Gage's sign, lateral calcification, metaphyseal cysts, head collapse, deformation, surgical intervention, containment"
Acceptable C-Spine Radiographic Measurements,Stability Assessment Parameters,"What are the key parameters for assessing C-spine stability radiographically?","Key parameters include ADI (<5mm in child), PADI/SAC (<14mm indicating stenosis), Powers ratio (<1), and Torg ratio (<0.8).","What do these measurements signify?","Deviations suggest instability or stenosis, guiding management decisions, particularly regarding surgical intervention for myelopathy or instability.","C-spine stability, radiographic measurements, ADI, PADI, SAC, Powers ratio, Torg ratio, instability, stenosis, myelopathy, surgical intervention"
Incidence of Concurrent Spinal Trauma in C-Spine Fractures,Associated Trauma Risk,"What is the risk of concurrent spinal trauma with cervical spine fractures?","Concurrent spinal trauma is common, with higher risks at higher cervical levels (C1: 50%, C2: 30%, C3: 20%).","How does the risk vary by cervical level?","The risk of associated spinal injury decreases from C1 downwards.","concurrent spinal trauma, cervical spine fractures, associated trauma risk, cervical levels, C1, C2, C3"
Incidence of Concurrent Spinal Trauma in C-Spine Fractures,Importance of Full Spinal Assessment,"Why is a full spinal assessment necessary?","This necessitates a thorough spinal assessment in all patients with cervical spine injuries to identify associated lesions that may affect management and prognosis, such as ligamentous injury or vertebral body fractures.","What should be included in this assessment?","A comprehensive evaluation should identify any associated injuries that could impact treatment or outcomes.","full spinal assessment, cervical spine injuries, associated lesions, management, prognosis, ligamentous injury, vertebral body fractures"
Orthopaedic Classifications: Cerebral Palsy Types,CP Classification System,"How is Cerebral Palsy classified?","Cerebral Palsy is classified by type (Spastic, Athetoid, Ataxic), limb involvement (Quadriplegic, Diplegic, Hemiplegic), and functional level (GMFCS 1-5).","What are the main classification categories?","The classification includes the type of motor impairment, the extent of limb involvement, and the level of motor function.","CP classification system, Cerebral Palsy, type, limb involvement, functional level, Spastic, Athetoid, Ataxic, Quadriplegic, Diplegic, Hemiplegic, GMFCS"
Orthopaedic Classifications: Cerebral Palsy Types,Treatment Goals Guided by Classification,"How does CP classification guide treatment?","This classification is vital for tailoring orthopaedic interventions to improve mobility, manage spasticity, and enhance quality of life for affected individuals, ensuring appropriate therapeutic goals are set and interventions are effective.","What is the aim of tailoring interventions?","The aim is to optimize functional outcomes and improve the patient's quality of life through personalized treatment.","treatment goals, orthopaedic interventions, mobility, spasticity, quality of life, personalized treatment"
Orthopaedic Classifications: Perthes Disease - Herring Lateral Pillar Height,Herring Classification Stages,"What are the stages in Herring's classification of Perthes disease?","Herring's classification assesses lateral pillar height: Stage A (normal), B (>50%), B/C (50% with physeal narrowing), and C (<50%).","What does each stage indicate about the lateral pillar?","Each stage quantifies the percentage of normal height remaining in the lateral pillar of the femoral epiphysis.","Herring classification stages, Perthes disease, lateral pillar height, Stage A, Stage B, Stage B/C, Stage C, femoral epiphysis"
Orthopaedic Classifications: Perthes Disease - Herring Lateral Pillar Height,Prognostic Impact and Treatment Guidance,"What is the prognostic importance of Herring's classification?","This is a key prognostic indicator, as lateral pillar collapse significantly impacts the final shape of the femoral head and the risk of early osteoarthritis, guiding treatment strategies to preserve joint congruity and function.","How does lateral pillar height influence treatment?","It guides treatment strategies by predicting the risk of femoral head collapse and subsequent osteoarthritis, influencing the decision for surgical containment.","prognostic importance, lateral pillar collapse, femoral head shape, early osteoarthritis, treatment strategies, joint congruity, function, surgical containment"
Orthopaedic Classifications: Spondylolisthesis (Wiltse & Myerding),Classification Systems Used,"How is spondylolisthesis classified?","Spondylolisthesis is classified by Wiltse (type: dysplastic, isthmic, etc.) and Myerding (grade: 1-5 based on slippage).","What do these classifications describe?","Wiltse classifies by cause, while Myerding classifies by the degree of vertebral slippage.","classification systems, spondylolisthesis, Wiltse, Myerding, type, grade, cause, slippage"
Orthopaedic Classifications: Spondylolisthesis (Wiltse & Myerding),Risk Factors for Progression,"Which types and grades of spondylolisthesis carry a higher risk of progression?","Isthmic Type 2a (pars stress fracture) and dysplastic types are common. High-grade slips and dysplastic types have a higher risk of progression and neurological compromise, often requiring surgical stabilization.","What are the key risk factors for worsening spondylolisthesis?","High-grade slips and dysplastic types are associated with increased risk of progression and neurological issues.","risk factors, progression, Isthmic Type 2a, pars stress fracture, dysplastic types, high-grade slips, neurological compromise, surgical stabilization"
